NOME,PRATO,DESCRICAO,ENDERECO,TELEFONE,IMG_URL,LATITUDE,LONGITUDE,id
Bazin Bar,Bodas de Prata,Carne de panela acompanhada de angu e ora-pro-nóbis.,"RUA MINISTRO OROZIMBO NONATO, 1053 - DONA CLARA , Belo Horizonte, MG, Brasil",31972171020,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19150411/bazim_bodasdeprata_bh_2025_rodneycosta_unibh-8388-scaled.jpg,-19.8579245,-43.9389316,5714
Boteco 86,Bolinho Nordestino,Bolinho de aipim com carne seca e requeijão.,"RUA JACARINA, 86 - PADRE EUSTAQUIO , Belo Horizonte, MG, Brasil",31996479898,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19150606/boteco86_bolinhonordestino_bh_2025_isaquerodrigues_unibh-7714-scaled.jpg,-19.913254,-43.9719321,5345
Botequim Buritis,Butequeiro 25,"Lombinho suíno na lata, acompanhado de mandioquinha frita ao molho cremoso raiz.","RUA VITORIO MAGNAVACCA, 39 - BURITIS , Belo Horizonte, MG, Brasil",3131664333,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050402/botequimburitis_butequeiro_bh_2025_isaquerodrigues_unibh-7665-scaled.jpg,-19.9680402,-43.9655163,939
Botequim de Lourdes,Rocambole de Torresmo que só no Botequim tem,"Torresmo de barriga marinado na cachaça, servido com palitinhos de tapioca e geleia de abacaxi com pimenta e canela.","RUA CURITIBA, 2039 - LOURDES , Belo Horizonte, MG, Brasil",3136540414,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19150737/butequimlourdes_rocamboledetorresmoquesoobutequimtem_bh_2025_rodneycosta_unibh-9228-scaled.jpg,-19.9306128,-43.944367,8955
Buteco do Lili,Sabores de Prata,"Fraldinha de panela ao molho roti, acompanhada de batata ao murro e pães de queijo fritos.","RUA LIBERO BADARO, 493 - SANTA ROSA , Belo Horizonte, MG, Brasil",313582-5246,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050340/butecodolili_saboresdeprata_bh_2025_rodneycosta_unibh-8489-scaled.jpg,-19.8633295,-43.9459414,698
Buteco do Rod,Canela di Butequêro,"Cambito suíno ao molho de cerveja preta, acima de uma polenta temperada com páprica defumada e espinafre, acompanhado de farofa panko com bacon, finalizado com queijo gouda derretidinho.","RUA JOSE MOURA PECANHA, 12 - OURO PRETO , Belo Horizonte, MG, Brasil",31992059222,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19150856/butecodorod_caneladebutequeiro_bh_2025_isaquerodrigues_unibh-8863-scaled.jpg,-19.8743166,-43.9881223,3870
Café Bahia,Trupiquei no Bahia,"Defumados de porco e carne de sol no feijão-vermelho, pelinha crocante, polentinha mineira e mostarda refogada.","RUA DOS TUPIS, 369 - CENTRO , Belo Horizonte, MG, Brasil",31983022514,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050158/cafebahia_trupiqueinobahia_bh_2025_amandacantanhede_unibh-9006-scaled.jpg,-19.921096,-43.9412527,2158
Café Palhares,Polpeta de Berinjela com Dois Queijos,"Polpetas de berinjela com queijo parmesão, muçarela, manjericão e salsinha. Servidas com pasta de grão-de-bico.","RUA DOS TUPINAMBAS, 638 - CENTRO , Belo Horizonte, MG, Brasil",3132011841,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/15050219/cafepalhares_polpetadeberingelacomdoisqueijos_bh_2025_fernandaoliveira_unibh-8289-scaled.jpg,-19.918438,-43.9360596,57
Cantina Arte Quintal,Fraldinha Assada na Cachaça e Cerveja,"Fraldinha assada flambada na cachaça e cerveja com calda de maracujá, farofa de alho-poró e banana frita curtida ao bacon.","RUA REALENGO, 150 - ALTO CAICARAS , Belo Horizonte, MG, Brasil",31999476695,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151606/cantinaartequinta_fraudinhaacachacaecerveja_bh_2025_isaquerodrigues_unibh-7690-scaled.jpg,-19.9014096,-43.9756523,7066
Cervejaria Pajé,XUKURU KARIRI,"Amassado de mandioca amarela, temperada e recheada com bacon e queijo, acompanhado de calda de abacaxi ‘smooth Cayenne’ e molho ‘Buffalo’ picante.","RUA CAPIM BRANCO, 419 - VISTA ALEGRE , Belo Horizonte, MG, Brasil",31985946820,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19151930/cervejariapaje_xukurukariri_bh_2025_mylenaizis_unibh-8027-scaled.jpg,-19.9547924,-43.9976058,1530
Chapa Mágica,Incangado de inhame com bacon dona Biu,Purê de inhame com bacon.,"RUA WALDOMIRO LOBO, 305 - AARAO REIS , Belo Horizonte, MG, Brasil","(31) 3213-0058
(31) 97523-4848",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19152044/chapamagica_incangadodeihameebancondadonabiu_bh_2025_amandacantanhede_unibh-8830-scaled.jpg,-19.8441193,-43.9242894,2082
